Bus,BasekV,Node1,Magnitude1,Angle1,pu1,Node2,Magnitude2,Angle2,pu2,Node3,Magnitude3,Angle3,pu3
"107993",12.47,1,7127.39,-34.2,0.98998,0,0,0,0,0,0,0,0
"8120",12.47,1,7155.31,-34.2,0.99385,0,0,0,0,0,0,0,0
"74436",12.47,3,7101.47,85.1,0.98638,0,0,0,0,0,0,0,0
"56786",12.47,1,7133.72,-34.7,0.99086,0,0,0,0,0,0,0,0
"94729",12.47,1,7118.32,-34.2,0.98872,2,7074.88,-155.2,0.98268,3,7218.49,85.5,1.0026
"69486",12.47,1,7126.75,-34.2,0.98989,2,7099.69,-155.1,0.98613,3,7229.71,85.5,1.0042
"39598",12.47,1,7120.6,-34.2,0.98903,0,0,0,0,0,0,0,0
"63715",12.47,1,7205.8,-34.2,1.0009,0,0,0,0,0,0,0,0
"1160453",12.47,3,7201.88,85.5,1.0003,0,0,0,0,0,0,0,0
"MDV201_1012644ELB_INT",12.47,3,7201.88,85.5,1.0003,0,0,0,0,0,0,0,0
"1012644",12.47,3,7201.88,85.5,1.0003,0,0,0,0,0,0,0,0
"8125",12.47,3,7248.71,85.6,1.0068,0,0,0,0,0,0,0,0
"MDV201_1163438ELB_INT",12.47,3,7166.4,85.3,0.99539,0,0,0,0,0,0,0,0
"62309",12.47,3,7155.96,85.3,0.99394,0,0,0,0,0,0,0,0
"28268",12.47,3,7191.27,85.4,0.99885,0,0,0,0,0,0,0,0
"8096",12.47,2,7186.37,-154.8,0.99817,0,0,0,0,0,0,0,0
"MDV201_8105ELB_INT",12.47,1,7139.48,-34.2,0.99165,0,0,0,0,0,0,0,0
"8198",12.47,2,7013.96,-155.3,0.97422,0,0,0,0,0,0,0,0
"MDV201_99420USD_INT",12.47,1,7155.54,-34.6,0.99389,2,7184.49,-154.6,0.99791,3,7158.68,85.3,0.99432
"74433",12.47,1,7146.66,-34.6,0.99265,2,7170.48,-154.6,0.99596,3,7145.75,85.2,0.99253
"74439",12.47,1,7147.04,-34.6,0.9927,2,7168.71,-154.6,0.99572,3,7144.53,85.2,0.99236
"1023340",12.47,2,7165.32,-154.6,0.99524,0,0,0,0,0,0,0,0
"58435",12.47,3,7130.87,85.1,0.99046,0,0,0,0,0,0,0,0
"8181",12.47,1,7197.71,-34.0,0.99974,2,7152.83,-155.0,0.99351,3,7265.24,85.6,1.0091
"39585",12.47,2,7051.2,-155.3,0.97939,0,0,0,0,0,0,0,0
"8207",12.47,2,6996.46,-155.3,0.97179,0,0,0,0,0,0,0,0
"1010734",12.47,1,7191,-34.2,0.99881,2,7179.44,-154.8,0.99721,3,7250.52,85.6,1.0071
"28269",12.47,3,7189.27,85.4,0.99857,0,0,0,0,0,0,0,0
"MDV201_OSW_1127424_INT",12.47,1,7127.39,-34.2,0.98998,2,7100.8,-155.1,0.98628,3,7230.62,85.5,1.0043
"52528",12.47,3,7253.6,85.6,1.0075,0,0,0,0,0,0,0,0
"52529",12.47,3,7253.52,85.6,1.0075,0,0,0,0,0,0,0,0
"28265",12.47,3,7187.85,85.4,0.99837,0,0,0,0,0,0,0,0
"102181",12.47,1,7205.46,-34.1,1.0008,0,0,0,0,0,0,0,0
"69461",12.47,1,7127.06,-34.2,0.98993,0,0,0,0,0,0,0,0
"813",12.47,2,7189.79,-154.6,0.99864,0,0,0,0,0,0,0,0
"69628",12.47,1,7118.73,-34.2,0.98877,2,7073.63,-155.2,0.98251,3,7210.72,85.4,1.0016
"111079",12.47,2,7165.88,-154.6,0.99532,0,0,0,0,0,0,0,0
"28292",12.47,2,7071.47,-155.2,0.98221,3,7197.94,85.4,0.99978,0,0,0,0
"1144256",12.47,1,7197.71,-34.0,0.99974,0,0,0,0,0,0,0,0
"88661",12.47,2,7165.84,-154.6,0.99532,0,0,0,0,0,0,0,0
"15010",12.47,1,7160.62,-34.6,0.99459,0,0,0,0,0,0,0,0
"1032415",12.47,1,7118.95,-34.2,0.9888,2,7073.2,-155.2,0.98245,3,7208.54,85.4,1.0012
"839",12.47,3,7232.07,85.6,1.0045,0,0,0,0,0,0,0,0
"807",12.47,2,7187.42,-154.6,0.99831,0,0,0,0,0,0,0,0
"63656",12.47,1,7227.75,-34.0,1.0039,2,7216.89,-154.5,1.0024,3,7262.37,85.8,1.0087
"MDV201_107107USD_INT",12.47,1,7227.62,-34.0,1.0039,2,7216.8,-154.5,1.0024,3,7262.2,85.8,1.0087
"1144229",12.47,2,7194.07,-154.5,0.99924,0,0,0,0,0,0,0,0
"MDV201_8089ELB_INT",12.47,1,7129.62,-34.2,0.99029,0,0,0,0,0,0,0,0
"784",12.47,1,7256.58,-33.8,1.0079,0,0,0,0,0,0,0,0
"8167",12.47,1,7195.29,-34.3,0.99941,2,7189.38,-154.5,0.99859,3,7182.72,85.4,0.99766
"15002",12.47,2,7052.55,-155.2,0.97958,0,0,0,0,0,0,0,0
"15009",12.47,2,7052.54,-155.2,0.97958,0,0,0,0,0,0,0,0
"63679",12.47,1,7205.96,-34.1,1.0009,0,0,0,0,0,0,0,0
"63641",12.47,2,7196.22,-154.6,0.99954,0,0,0,0,0,0,0,0
"MDV201_1160459ELB_INT",12.47,1,7143.15,-34.2,0.99217,0,0,0,0,0,0,0,0
"1008222",12.47,3,7180.08,85.4,0.99729,0,0,0,0,0,0,0,0
"63639",12.47,1,7254.49,-33.8,1.0076,2,7245.53,-154.2,1.0064,3,7282.05,86.1,1.0115
"MDV201_1160474ELB_INT",12.47,2,6994.33,-155.3,0.97149,0,0,0,0,0,0,0,0
"1160474",12.47,2,6994.33,-155.3,0.97149,0,0,0,0,0,0,0,0
"106885",12.47,2,7186.21,-154.5,0.99815,0,0,0,0,0,0,0,0
"821",12.47,1,7185.38,-34.2,0.99803,2,7172.72,-154.8,0.99627,3,7247.26,85.6,1.0066
"1023344",12.47,1,7149.77,-34.7,0.99308,0,0,0,0,0,0,0,0
"1023345",12.47,1,7149.72,-34.7,0.99308,0,0,0,0,0,0,0,0
"14868",12.47,3,7252.96,85.6,1.0074,0,0,0,0,0,0,0,0
"39766",12.47,3,7183.94,85.4,0.99783,0,0,0,0,0,0,0,0
"39614",12.47,1,7122.23,-34.2,0.98926,0,0,0,0,0,0,0,0
"1173573",12.47,3,7263.24,85.5,1.0088,0,0,0,0,0,0,0,0
"859",12.47,3,7226.49,85.5,1.0037,0,0,0,0,0,0,0,0
"MDV202_OSW_796_INT",12.47,1,7312.41,-33.4,1.0157,2,7300.12,-153.7,1.014,3,7315.05,86.6,1.016
"MDV201_62302ELB_INT",12.47,2,6990.09,-155.3,0.97091,0,0,0,0,0,0,0,0
"62302",12.47,2,6990.09,-155.3,0.97091,0,0,0,0,0,0,0,0
"1011952",12.47,1,7189.25,-34.2,0.99857,2,7189.05,-154.8,0.99854,3,7249.32,85.6,1.0069
"63643",12.47,1,7248.49,-33.9,1.0068,2,7239.02,-154.3,1.0055,3,7278.04,86.0,1.0109
"52522",12.47,2,7051.92,-155.3,0.97949,0,0,0,0,0,0,0,0
"69624",12.47,2,7059.17,-155.3,0.9805,0,0,0,0,0,0,0,0
"MDV201_1160455ELB_INT",12.47,1,7140.12,-34.2,0.99174,0,0,0,0,0,0,0,0
"832",12.47,1,7246.17,-33.8,1.0065,0,0,0,0,0,0,0,0
"89825",12.47,1,7116.92,-34.2,0.98852,0,0,0,0,0,0,0,0
"1144238",12.47,1,7147.03,-34.6,0.9927,2,7168.66,-154.6,0.99571,3,7144.47,85.2,0.99235
"1023341",12.47,2,7165.23,-154.6,0.99523,0,0,0,0,0,0,0,0
"822",12.47,1,7182.25,-34.2,0.9976,2,7168.79,-154.9,0.99573,3,7245.38,85.6,1.0064
"39597",12.47,1,7121.33,-34.2,0.98913,0,0,0,0,0,0,0,0
"39581",12.47,1,7115.91,-34.2,0.98838,0,0,0,0,0,0,0,0
"8161",12.47,2,7195.4,-154.5,0.99942,0,0,0,0,0,0,0,0
"6583",12.47,1,7155.44,-34.6,0.99387,0,0,0,0,0,0,0,0
"14846",12.47,3,7263.92,85.5,1.0089,0,0,0,0,0,0,0,0
"74438",12.47,1,7145.89,-34.6,0.99255,0,0,0,0,0,0,0,0
"8189",12.47,3,7150.54,85.3,0.99319,0,0,0,0,0,0,0,0
"1010735",12.47,1,7190.81,-34.2,0.99879,2,7179.22,-154.8,0.99718,3,7250.38,85.6,1.0071
"28273",12.47,3,7266.93,85.5,1.0094,0,0,0,0,0,0,0,0
"8195",12.47,2,7014.28,-155.3,0.97427,0,0,0,0,0,0,0,0
"62307",12.47,2,7185.37,-154.5,0.99803,0,0,0,0,0,0,0,0
"MDV201_1144238USD_INT",12.47,1,7147.03,-34.6,0.9927,2,7168.67,-154.6,0.99571,3,7144.48,85.2,0.99235
"8093",12.47,3,7228.33,85.5,1.004,0,0,0,0,0,0,0,0
"852",12.47,1,7184.99,-34.2,0.99798,0,0,0,0,0,0,0,0
"820",12.47,1,7245.57,-33.8,1.0064,0,0,0,0,0,0,0,0
"69647",12.47,2,7072.77,-155.2,0.98239,0,0,0,0,0,0,0,0
"39761",12.47,2,6997.1,-155.3,0.97188,0,0,0,0,0,0,0,0
"94732",12.47,3,7250.35,85.6,1.0071,0,0,0,0,0,0,0,0
"MDV201_1160470ELB_INT",12.47,2,6991.4,-155.3,0.97109,0,0,0,0,0,0,0,0
"58421",12.47,2,7165.33,-154.6,0.99525,0,0,0,0,0,0,0,0
"74443",12.47,1,7125.33,-34.7,0.98969,0,0,0,0,0,0,0,0
"MDV201_1010735USD_INT",12.47,1,7190.86,-34.2,0.99879,2,7179.26,-154.8,0.99718,3,7250.39,85.6,1.0071
"MDV201_1160500ELB_INT",12.47,1,7139.58,-34.2,0.99167,0,0,0,0,0,0,0,0
"28231",12.47,1,7199.42,-34.1,0.99998,0,0,0,0,0,0,0,0
"1017351",12.47,3,7135.11,85.1,0.99105,0,0,0,0,0,0,0,0
"8107",12.47,1,7139.8,-34.2,0.9917,0,0,0,0,0,0,0,0
"MDV201_1160457ELB_INT",12.47,1,7139.8,-34.2,0.9917,0,0,0,0,0,0,0,0
"MDV201_8107ELB_INT",12.47,1,7139.8,-34.2,0.9917,0,0,0,0,0,0,0,0
"MDV_SUB_1_HSB",115,1,69242.1,-0.9,1.0429,2,69193.9,-120.8,1.0422,3,69238.4,119.2,1.0428
"X_1144260",0.415,2,236.387,-155.2,0.98659,0,0,0,0,0,0,0,0
"X_1144260_1",0.415,2,235.646,-155.2,0.98349,0,0,0,0,0,0,0,0
"X_62251",0.415,3,237.27,85.1,0.99027,0,0,0,0,0,0,0,0
"X_62251_1",0.415,3,236.819,85.1,0.98839,0,0,0,0,0,0,0,0
"X_62251_2",0.415,3,236.819,85.1,0.98839,0,0,0,0,0,0,0,0
"X_62251_3",0.415,3,236.819,85.1,0.98839,0,0,0,0,0,0,0,0
"X_6569",0.415,2,229.994,-155.8,0.95991,0,0,0,0,0,0,0,0
"X_6569_1",0.415,2,229.088,-155.8,0.95612,0,0,0,0,0,0,0,0
"X_6569_2",0.415,2,229.088,-155.8,0.95612,0,0,0,0,0,0,0,0
"X_6569_3",0.415,2,229.088,-155.8,0.95612,0,0,0,0,0,0,0,0
"X_62232",0.415,3,236.066,84.9,0.98525,0,0,0,0,0,0,0,0
"X_62232_1",0.415,3,235.3,84.9,0.98205,0,0,0,0,0,0,0,0
"X_62232_2",0.415,3,235.3,84.9,0.98205,0,0,0,0,0,0,0,0
"X_94730",0.415,2,233.368,-155.6,0.97399,0,0,0,0,0,0,0,0
"X_94730_1",0.415,2,233.05,-155.6,0.97266,0,0,0,0,0,0,0,0
"X_94730_2",0.415,2,233.05,-155.6,0.97266,0,0,0,0,0,0,0,0
"X_94730_3",0.415,2,233.05,-155.6,0.97266,0,0,0,0,0,0,0,0
"X_39601",0.415,1,238.004,-34.4,0.99334,0,0,0,0,0,0,0,0
"X_39601_1",0.415,1,237.445,-34.4,0.991,0,0,0,0,0,0,0,0
"X_39601_2",0.415,1,237.445,-34.4,0.991,0,0,0,0,0,0,0,0
"X_63714",0.415,2,238.328,-154.7,0.99469,0,0,0,0,0,0,0,0
"X_63714_1",0.415,2,238.074,-154.7,0.99363,0,0,0,0,0,0,0,0
"X_63714_2",0.415,2,238.074,-154.7,0.99363,0,0,0,0,0,0,0,0
"X_843",0.415,1,239.701,-34.1,1.0004,0,0,0,0,0,0,0,0
"X_843_1",0.415,1,238.729,-34.1,0.99636,0,0,0,0,0,0,0,0
"X_856",0.415,3,239.548,85.3,0.99978,0,0,0,0,0,0,0,0
"X_856_1",0.415,3,238.83,85.4,0.99679,0,0,0,0,0,0,0,0
"X_56776",0.415,2,236.186,-155.1,0.98575,0,0,0,0,0,0,0,0
"X_56776_1",0.415,2,234.583,-155.1,0.97906,0,0,0,0,0,0,0,0
"X_63633",0.415,2,237.07,-155.0,0.98944,0,0,0,0,0,0,0,0
"X_63633_1",0.415,2,236.568,-155.0,0.98734,0,0,0,0,0,0,0,0
"X_63633_2",0.415,2,236.568,-155.0,0.98734,0,0,0,0,0,0,0,0
"X_63633_3",0.415,2,236.568,-155.0,0.98734,0,0,0,0,0,0,0,0
"X_56786",0.415,1,234.638,-35.2,0.97929,0,0,0,0,0,0,0,0
"X_56786_1",0.415,1,233.807,-35.1,0.97582,0,0,0,0,0,0,0,0
"X_56786_2",0.415,1,233.807,-35.1,0.97582,0,0,0,0,0,0,0,0
"X_39752",0.415,2,231.423,-155.6,0.96587,0,0,0,0,0,0,0,0
"X_39752_1",0.415,2,230.914,-155.6,0.96375,0,0,0,0,0,0,0,0
"X_39752_2",0.415,2,230.914,-155.6,0.96375,0,0,0,0,0,0,0,0
"X_69621",0.415,2,231.642,-155.9,0.96679,0,0,0,0,0,0,0,0
"X_69621_1",0.415,2,231.137,-155.9,0.96468,0,0,0,0,0,0,0,0
"X_69621_2",0.415,2,231.137,-155.9,0.96468,0,0,0,0,0,0,0,0
"X_69621_3",0.415,2,231.137,-155.9,0.96468,0,0,0,0,0,0,0,0
"X_69621_4",0.415,2,231.137,-155.9,0.96468,0,0,0,0,0,0,0,0
"X_89783",0.415,3,234.114,84.6,0.9771,0,0,0,0,0,0,0,0
"X_89783_1",0.415,3,233.343,84.6,0.97388,0,0,0,0,0,0,0,0
"X_89783_2",0.415,3,233.343,84.6,0.97388,0,0,0,0,0,0,0,0
"X_89783_3",0.415,3,233.343,84.6,0.97388,0,0,0,0,0,0,0,0
"X_792",0.415,2,237.491,-155.0,0.9912,0,0,0,0,0,0,0,0
"X_792_1",0.415,2,236.866,-155.0,0.98859,0,0,0,0,0,0,0,0
"X_792_2",0.415,2,236.866,-155.0,0.98859,0,0,0,0,0,0,0,0
"X_8154",0.415,3,239.169,85.3,0.9982,0,0,0,0,0,0,0,0
"X_8154_1",0.415,3,238.725,85.3,0.99635,0,0,0,0,0,0,0,0
"X_8154_2",0.415,3,238.725,85.3,0.99635,0,0,0,0,0,0,0,0
"X_69485",0.415,2,234.092,-155.5,0.97701,0,0,0,0,0,0,0,0
"X_69485_1",0.415,2,233.831,-155.5,0.97592,0,0,0,0,0,0,0,0
"X_69485_2",0.415,2,233.831,-155.5,0.97592,0,0,0,0,0,0,0,0
"X_69485_3",0.415,2,233.831,-155.5,0.97592,0,0,0,0,0,0,0,0
"X_8180",0.415,3,233.892,84.6,0.97618,0,0,0,0,0,0,0,0
"X_8180_1",0.415,3,233.099,84.6,0.97287,0,0,0,0,0,0,0,0
"X_8180_2",0.415,3,233.099,84.6,0.97287,0,0,0,0,0,0,0,0
"X_8180_3",0.415,3,233.099,84.6,0.97287,0,0,0,0,0,0,0,0
"X_39584",0.415,2,233.521,-155.6,0.97463,0,0,0,0,0,0,0,0
"X_39584_1",0.415,2,232.886,-155.6,0.97198,0,0,0,0,0,0,0,0
"X_39584_2",0.415,2,232.886,-155.6,0.97198,0,0,0,0,0,0,0,0
"X_89789",0.415,3,237.923,85.2,0.993,0,0,0,0,0,0,0,0
"X_89789_1",0.415,3,237.535,85.2,0.99138,0,0,0,0,0,0,0,0
"X_787",0.415,2,237.428,-155.0,0.99093,0,0,0,0,0,0,0,0
"X_787_1",0.415,2,236.934,-155.0,0.98887,0,0,0,0,0,0,0,0
"X_787_2",0.415,2,236.934,-155.0,0.98887,0,0,0,0,0,0,0,0
"X_787_3",0.415,2,236.934,-155.0,0.98887,0,0,0,0,0,0,0,0
"X_787_4",0.415,2,236.934,-155.0,0.98887,0,0,0,0,0,0,0,0
"X_787_5",0.415,2,236.934,-155.0,0.98887,0,0,0,0,0,0,0,0
"X_62259",0.415,3,235.522,84.8,0.98298,0,0,0,0,0,0,0,0
"X_62259_1",0.415,3,234.625,84.8,0.97923,0,0,0,0,0,0,0,0
"X_62259_2",0.415,3,234.625,84.8,0.97923,0,0,0,0,0,0,0,0
"X_89791",0.415,3,234.392,84.6,0.97826,0,0,0,0,0,0,0,0
"X_89791_1",0.415,3,233.677,84.7,0.97528,0,0,0,0,0,0,0,0
"X_89791_2",0.415,3,233.677,84.7,0.97528,0,0,0,0,0,0,0,0
"X_89791_3",0.415,3,233.677,84.7,0.97528,0,0,0,0,0,0,0,0
"X_62247",0.415,3,237.155,85.1,0.9898,0,0,0,0,0,0,0,0
"X_62247_1",0.415,3,236.278,85.1,0.98613,0,0,0,0,0,0,0,0
"X_6572",0.415,2,233.041,-155.4,0.97262,0,0,0,0,0,0,0,0
"X_6572_1",0.415,2,232.704,-155.4,0.97122,0,0,0,0,0,0,0,0
"X_1144231",0.415,1,238.647,-34.1,0.99602,0,0,0,0,0,0,0,0
"X_1144231_1",0.415,1,238.287,-34.1,0.99452,0,0,0,0,0,0,0,0
"X_790",0.415,1,239.281,-34.2,0.99867,0,0,0,0,0,0,0,0
"X_790_1",0.415,1,238.625,-34.1,0.99593,0,0,0,0,0,0,0,0
"X_790_2",0.415,1,238.625,-34.1,0.99593,0,0,0,0,0,0,0,0
"X_63636",0.415,2,237.793,-155.0,0.99246,0,0,0,0,0,0,0,0
"X_63636_1",0.415,2,237.199,-155.0,0.98998,0,0,0,0,0,0,0,0
"X_63636_2",0.415,2,237.199,-155.0,0.98998,0,0,0,0,0,0,0,0
"X_63636_3",0.415,2,237.199,-155.0,0.98998,0,0,0,0,0,0,0,0
"X_14995",0.415,2,230.816,-155.7,0.96334,0,0,0,0,0,0,0,0
"X_14995_1",0.415,2,230.099,-155.7,0.96035,0,0,0,0,0,0,0,0
"X_14995_2",0.415,2,230.099,-155.7,0.96035,0,0,0,0,0,0,0,0
"X_14995_3",0.415,2,230.099,-155.7,0.96035,0,0,0,0,0,0,0,0
"X_39618",0.415,2,234.031,-155.6,0.97675,0,0,0,0,0,0,0,0
"X_39618_1",0.415,2,233.429,-155.6,0.97424,0,0,0,0,0,0,0,0
"X_39618_2",0.415,2,233.429,-155.6,0.97424,0,0,0,0,0,0,0,0
"X_39618_3",0.415,2,233.429,-155.6,0.97424,0,0,0,0,0,0,0,0
"X_14864",0.415,1,238.397,-34.4,0.99498,0,0,0,0,0,0,0,0
"X_14864_1",0.415,1,237.575,-34.3,0.99155,0,0,0,0,0,0,0,0
"X_8174",0.415,1,238.303,-34.2,0.99459,0,0,0,0,0,0,0,0
"X_8174_1",0.415,1,237.885,-34.2,0.99284,0,0,0,0,0,0,0,0
"X_8174_2",0.415,1,237.885,-34.2,0.99284,0,0,0,0,0,0,0,0
"X_63677",0.415,1,238.875,-34.3,0.99697,0,0,0,0,0,0,0,0
"X_63677_1",0.415,1,238.178,-34.3,0.99407,0,0,0,0,0,0,0,0
"X_28293",0.415,3,238.853,85.2,0.99688,0,0,0,0,0,0,0,0
"X_28293_1",0.415,3,238.447,85.2,0.99519,0,0,0,0,0,0,0,0
"X_28293_2",0.415,3,238.447,85.2,0.99519,0,0,0,0,0,0,0,0
"X_8104",0.415,3,237.648,85.1,0.99185,0,0,0,0,0,0,0,0
"X_8104_1",0.415,3,236.448,85.1,0.98684,0,0,0,0,0,0,0,0
"X_28242",0.415,1,236.661,-34.6,0.98773,0,0,0,0,0,0,0,0
"X_28242_1",0.415,1,236.072,-34.6,0.98527,0,0,0,0,0,0,0,0
"X_28242_2",0.415,1,236.072,-34.6,0.98527,0,0,0,0,0,0,0,0
"X_28242_3",0.415,1,236.072,-34.6,0.98527,0,0,0,0,0,0,0,0
"X_8094",0.415,3,239.47,85.3,0.99946,0,0,0,0,0,0,0,0
"X_8094_1",0.415,3,238.621,85.3,0.99591,0,0,0,0,0,0,0,0
"X_8094_2",0.415,3,238.621,85.3,0.99591,0,0,0,0,0,0,0,0
"X_1148537",0.415,3,236.991,85.0,0.98911,0,0,0,0,0,0,0,0
"X_1148537_1",0.415,3,235.991,85.0,0.98494,0,0,0,0,0,0,0,0
"X_14857",0.415,2,239.349,-154.6,0.99895,0,0,0,0,0,0,0,0
"X_14857_1",0.415,2,239.138,-154.6,0.99807,0,0,0,0,0,0,0,0
"X_14857_2",0.415,2,239.138,-154.6,0.99807,0,0,0,0,0,0,0,0
"X_46395",0.415,3,237.152,85.1,0.98978,0,0,0,0,0,0,0,0
"X_46395_1",0.415,3,236.889,85.1,0.98868,0,0,0,0,0,0,0,0
"X_1012407",0.415,3,237.758,85.0,0.99231,0,0,0,0,0,0,0,0
"X_1012407_1",0.415,3,235.744,85.1,0.98391,0,0,0,0,0,0,0,0
"X_69481",0.415,2,233.447,-155.7,0.97432,0,0,0,0,0,0,0,0
"X_69481_1",0.415,2,232.53,-155.7,0.97049,0,0,0,0,0,0,0,0
"X_69481_2",0.415,2,232.53,-155.7,0.97049,0,0,0,0,0,0,0,0
"X_69481_3",0.415,2,232.53,-155.7,0.97049,0,0,0,0,0,0,0,0
"X_112113",0.415,1,235.898,-34.3,0.98455,0,0,0,0,0,0,0,0
"X_112113_1",0.415,1,235.587,-34.3,0.98325,0,0,0,0,0,0,0,0
"X_112113_2",0.415,1,235.587,-34.3,0.98325,0,0,0,0,0,0,0,0
"X_69459",0.415,1,236.63,-34.3,0.9876,0,0,0,0,0,0,0,0
"X_69459_1",0.415,1,236.146,-34.3,0.98558,0,0,0,0,0,0,0,0
"X_28238",0.415,1,236.107,-34.7,0.98542,0,0,0,0,0,0,0,0
"X_28238_1",0.415,1,235.423,-34.7,0.98257,0,0,0,0,0,0,0,0
"X_28238_2",0.415,1,235.423,-34.7,0.98257,0,0,0,0,0,0,0,0
"X_28238_3",0.415,1,235.423,-34.7,0.98257,0,0,0,0,0,0,0,0
"X_14840",0.415,3,238.931,85.0,0.99721,0,0,0,0,0,0,0,0
"X_14840_1",0.415,3,238.492,85.0,0.99538,0,0,0,0,0,0,0,0
"X_14840_2",0.415,3,238.492,85.0,0.99538,0,0,0,0,0,0,0,0
"X_14840_3",0.415,3,238.492,85.0,0.99538,0,0,0,0,0,0,0,0
"X_14840_4",0.415,3,238.492,85.0,0.99538,0,0,0,0,0,0,0,0
"X_14840_5",0.415,3,238.492,85.0,0.99538,0,0,0,0,0,0,0,0
"X_14840_6",0.415,3,238.492,85.0,0.99538,0,0,0,0,0,0,0,0
"X_28259",0.415,3,237.968,85.1,0.99319,0,0,0,0,0,0,0,0
"X_28259_1",0.415,3,237.37,85.1,0.99069,0,0,0,0,0,0,0,0
"X_28259_2",0.415,3,237.37,85.1,0.99069,0,0,0,0,0,0,0,0
"X_28259_3",0.415,3,237.37,85.1,0.99069,0,0,0,0,0,0,0,0
"X_63680",0.415,3,239.652,85.4,1.0002,0,0,0,0,0,0,0,0
"X_63680_1",0.415,3,238.971,85.4,0.99737,0,0,0,0,0,0,0,0
"X_63655",0.415,2,238.732,-154.7,0.99638,0,0,0,0,0,0,0,0
"X_63655_1",0.415,2,238.165,-154.7,0.99401,0,0,0,0,0,0,0,0
"X_63655_2",0.415,2,238.165,-154.7,0.99401,0,0,0,0,0,0,0,0
"X_1144240",0.415,1,237.727,-34.7,0.99218,0,0,0,0,0,0,0,0
"X_1144240_1",0.415,1,237.046,-34.7,0.98934,0,0,0,0,0,0,0,0
"X_39581",0.415,1,233.989,-34.6,0.97658,0,0,0,0,0,0,0,0
"X_39581_1",0.415,1,233.142,-34.6,0.97304,0,0,0,0,0,0,0,0
"X_39581_2",0.415,1,233.142,-34.6,0.97304,0,0,0,0,0,0,0,0
"X_837",0.415,2,235.511,-155.4,0.98293,0,0,0,0,0,0,0,0
"X_837_1",0.415,2,234.946,-155.3,0.98057,0,0,0,0,0,0,0,0
"X_837_2",0.415,2,234.946,-155.3,0.98057,0,0,0,0,0,0,0,0
"X_837_3",0.415,2,234.946,-155.3,0.98057,0,0,0,0,0,0,0,0
"X_28237",0.415,3,239.783,85.4,1.0008,0,0,0,0,0,0,0,0
"X_28237_1",0.415,3,239.235,85.4,0.99847,0,0,0,0,0,0,0,0
"X_28237_2",0.415,3,239.235,85.4,0.99847,0,0,0,0,0,0,0,0
"X_39589",0.415,1,234.279,-34.6,0.97779,0,0,0,0,0,0,0,0
"X_39589_1",0.415,1,233.507,-34.6,0.97457,0,0,0,0,0,0,0,0
"X_39589_2",0.415,1,233.507,-34.6,0.97457,0,0,0,0,0,0,0,0
"X_74456",0.415,3,236.378,85.0,0.98655,0,0,0,0,0,0,0,0
"X_74456_1",0.415,3,235.815,85.0,0.9842,0,0,0,0,0,0,0,0
"X_62262",0.415,2,237.559,-154.8,0.99148,0,0,0,0,0,0,0,0
"X_62262_1",0.415,2,236.975,-154.8,0.98904,0,0,0,0,0,0,0,0
"X_39776",0.415,3,238.005,85.2,0.99334,0,0,0,0,0,0,0,0
"X_39776_1",0.415,3,237.434,85.2,0.99096,0,0,0,0,0,0,0,0
"X_39776_2",0.415,3,237.434,85.2,0.99096,0,0,0,0,0,0,0,0
"X_1149720",0.415,2,235.993,-155.1,0.98494,0,0,0,0,0,0,0,0
"X_1149720_1",0.415,2,235.122,-155.1,0.98131,0,0,0,0,0,0,0,0
"X_1149720_2",0.415,2,235.122,-155.1,0.98131,0,0,0,0,0,0,0,0
"X_8138",0.415,1,237.686,-34.5,0.99201,0,0,0,0,0,0,0,0
"X_8138_1",0.415,1,237.255,-34.4,0.99021,0,0,0,0,0,0,0,0
"X_8138_2",0.415,1,237.255,-34.4,0.99021,0,0,0,0,0,0,0,0
"X_8138_3",0.415,1,237.255,-34.4,0.99021,0,0,0,0,0,0,0,0
"X_21654",0.415,1,238.292,-34.4,0.99454,0,0,0,0,0,0,0,0
"X_21654_1",0.415,1,237.82,-34.4,0.99257,0,0,0,0,0,0,0,0
"X_21654_2",0.415,1,237.82,-34.4,0.99257,0,0,0,0,0,0,0,0
"X_28235",0.415,3,235.835,84.8,0.98428,0,0,0,0,0,0,0,0
"X_28235_1",0.415,3,235.197,84.8,0.98162,0,0,0,0,0,0,0,0
"X_28235_2",0.415,3,235.197,84.8,0.98162,0,0,0,0,0,0,0,0
"X_28235_3",0.415,3,235.197,84.8,0.98162,0,0,0,0,0,0,0,0
"X_28235_4",0.415,3,235.197,84.8,0.98162,0,0,0,0,0,0,0,0
"X_28235_5",0.415,3,235.197,84.8,0.98162,0,0,0,0,0,0,0,0
"X_28302",0.415,3,239.607,85.2,1,0,0,0,0,0,0,0,0
"X_28302_1",0.415,3,238.829,85.2,0.99678,0,0,0,0,0,0,0,0
"X_811",0.415,2,236.018,-155.2,0.98505,0,0,0,0,0,0,0,0
"X_811_1",0.415,2,235.334,-155.2,0.98219,0,0,0,0,0,0,0,0
"X_811_2",0.415,2,235.334,-155.2,0.98219,0,0,0,0,0,0,0,0
"X_811_3",0.415,2,235.334,-155.2,0.98219,0,0,0,0,0,0,0,0
"X_107997",0.415,1,234.731,-34.7,0.97968,0,0,0,0,0,0,0,0
"X_107997_1",0.415,1,233.927,-34.7,0.97632,0,0,0,0,0,0,0,0
"X_107997_2",0.415,1,233.927,-34.7,0.97632,0,0,0,0,0,0,0,0
